scenarioId,group,title,lane,status,validationScope,reason,executionMode,flowId,depositId,lineId,scheduleIds,notes,artifactPaths
"RS-060","Data Quality","Friendly account name differs while IDs align","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-a074d-ame-differs-while-IDs-align-chromium/rs-060-generic-1to1-candidates.png"
"RS-061","Data Quality","Product naming differs between carrier and schedule","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-d9cae-etween-carrier-and-schedule-chromium/rs-061-generic-1to1-candidates.png"
"RS-062","Data Quality","Service ID absent on deposit but other metadata supports match","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-8a531-her-metadata-supports-match-chromium/rs-062-generic-1to1-candidates.png"
"RS-063","Data Quality","Location missing but customer/order data aligns","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-8864c--customer-order-data-aligns-chromium/rs-063-generic-1to1-candidates.png"
"RS-064","Data Quality","Other order ID absent but service and account align","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-3272a-t-service-and-account-align-chromium/rs-064-generic-1to1-candidates.png"
"RS-065","Data Quality","Customer ID absent from schedule/deposit pair","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-35459--from-schedule-deposit-pair-chromium/rs-065-generic-1to1-candidates.png"
"RS-066","Data Quality","Custom metadata mostly aligns with one conflicting value","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-f5672--with-one-conflicting-value-chromium/rs-066-generic-1to1-candidates.png"
"RS-067","Data Quality","Only primary fields plus dollar pattern make sense","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-78c51-s-dollar-pattern-make-sense-chromium/rs-067-generic-1to1-candidates.png"
"RS-068","Matching Conflict","Deposit could map to more than one valid schedule set","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","tc04-conflict-set","e70b304d-a4ab-4367-a983-3040460cbb1e","3efe948b-cc82-4c21-94f4-b0b9e5a4195a","5a72fad8-2ad0-4adf-8732-ffb4894e421f|c5bacc78-363b-470f-a4ab-1b211184b02f|518caafd-7d8e-4794-83a1-1e50e3468583|1e3f1193-b23c-4e32-bf0a-adb687ce87fc","The live candidate list exposes both the intended TC-04 trio and an additional Comcast schedule set, proving the conflict/disambiguation condition exists. | Operator review is still required to decide the correct schedule set.","test-results/reconciliation-suite--RS-0-dc44d-than-one-valid-schedule-set-chromium/rs-068-conflict-candidates.png"
"RS-069","Matching Conflict","Two schedules look almost identical for same deposit line","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","tc03-dual-candidate-review","347dd9cf-7111-407b-8b3a-328a642fddd3","56742e01-8c59-4aba-9562-c00561873d78","54ce5402-0294-4337-b612-c514ad28865a|7192635a-363e-4ee7-8f03-706686ea6f3e","Candidate API returned 2 row(s) and includes both mapped schedule IDs 54ce5402-0294-4337-b612-c514ad28865a and 7192635a-363e-4ee7-8f03-706686ea6f3e. | The current browser candidate list visibly includes both TC-03 schedule labels. | This is the intended operator decision-point evidence for the near-identical schedule conflict.","test-results/reconciliation-suite--RS-0-4fec4-tical-for-same-deposit-line-chromium/rs-069-dual-candidate-review.png"
"RS-070","Matching Conflict","Part of deposit cannot be assigned after best match","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-partial-review","699a0e77-69d6-485c-ba8e-ddacd988ecf8","1c37b342-821a-4b28-9e51-db131e84f780","098200f0-c427-4e12-92d5-1c398263f851","Imported generic partial fixture was partially applied with 300 usage and 24 commission. | API and deposit detail both showed Partially Matched status with the remaining balance left open. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable. | Left as pass-pending-ui-review because the operator-facing accept/leave-open click path is still not exercised directly in the browser.","test-results/reconciliation-suite--RS-0-7a919-e-assigned-after-best-match-chromium/rs-070-generic-partial-applied.png"
"RS-071","Matching Conflict","Applying deposit across schedules would exceed received totals","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-1aa89-ould-exceed-received-totals-chromium/rs-071-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-1aa89-ould-exceed-received-totals-chromium/rs-071-generic-mto1-applied.png"
"RS-072","Matching Conflict","Not all deposit lines needed but some still selected","needs-clarification","pass-pending-ui-review","runtime-path-validation","","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","This run is labeled as runtime-path validation only. | It validates the grouped ManyToOne harness path after remapping, not final proof of the row-specific business scenario. | This run should be treated as runtime-path validation only. | The mapped generic grouped fixture is now a true ManyToOne shape, but it is still representative grouped-family coverage rather than row-specific business proof. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-2f41e-ded-but-some-still-selected-chromium/rs-072-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-2f41e-ded-but-some-still-selected-chromium/rs-072-generic-mto1-applied.png"
"RS-073","Matching Conflict","No schedules satisfy metadata and amount expectations","ui-review","pass","scenario-proof","","browser-live","generic-none-no-candidates","da05d86d-8697-47a9-bffe-60981757ab95","70905f35-f273-47a0-979c-d53b6df3badf","","Imported generic unmatched starter deposit remains intentionally unmatched in the live TEST DB. | Browser and API both show zero suggested matches for the selected line item.","test-results/reconciliation-suite--RS-0-d1a24-ata-and-amount-expectations-chromium/rs-073-no-candidates.png"
"RS-074","Matching Conflict","Bundle deposit appears but only some products exist as schedules","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-b4c1f-products-exist-as-schedules-chromium/rs-074-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-b4c1f-products-exist-as-schedules-chromium/rs-074-generic-mto1-applied.png"
"RS-075","Matching Conflict","Multiple lines appear to belong to one opp but different products","needs-clarification","pass-pending-ui-review","runtime-path-validation","","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","This run is labeled as runtime-path validation only. | It validates the grouped ManyToOne harness path after remapping, not final proof of the row-specific business scenario. | This run should be treated as runtime-path validation only. | The mapped generic grouped fixture is now a true ManyToOne shape, but it is still representative grouped-family coverage rather than row-specific business proof. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-dd7a3--opp-but-different-products-chromium/rs-075-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-dd7a3--opp-but-different-products-chromium/rs-075-generic-mto1-applied.png"
"RS-076","Matching Conflict","Names align but deal-specific IDs point elsewhere","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-5cbf6-pecific-IDs-point-elsewhere-chromium/rs-076-generic-1to1-candidates.png"
"RS-077","Matching Conflict","One line may apply to several product types under same account","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-c340a-ct-types-under-same-account-chromium/rs-077-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-c340a-ct-types-under-same-account-chromium/rs-077-generic-mto1-applied.png"
"RS-078","Carrier Issues","Carrier pays prior month in current file","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-f8fa8-prior-month-in-current-file-chromium/rs-078-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-f8fa8-prior-month-in-current-file-chromium/rs-078-generic-1to1-applied.png"
"RS-079","Carrier Issues","Carrier prepays earlier than expected","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-238e9-epays-earlier-than-expected-chromium/rs-079-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-238e9-epays-earlier-than-expected-chromium/rs-079-generic-1to1-applied.png"
"RS-080","Carrier Issues","Standard line includes unexpected extra commission","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-a6d33-unexpected-extra-commission-chromium/rs-080-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-a6d33-unexpected-extra-commission-chromium/rs-080-generic-1to1-applied.png"
"RS-081","Carrier Issues","Current line reduced by prior-period chargeback","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","0b3d997c-1fa2-4ec4-b3ef-fb9c55d435b1","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 1 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | The current direct apply path did not resolve into a clean full-match proof for this representative fixture, so the scenario remains pending review.","test-results/reconciliation-suite--RS-0-74fbc--by-prior-period-chargeback-chromium/rs-081-generic-1to1-candidates.png"
"RS-082","Carrier Issues","Metadata aged but IDs and amounts fit","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-4ef1b-ged-but-IDs-and-amounts-fit-chromium/rs-082-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-4ef1b-ged-but-IDs-and-amounts-fit-chromium/rs-082-generic-1to1-applied.png"
"RS-083","Carrier Issues","Customer name text wrong but unique IDs right","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-168d0--wrong-but-unique-IDs-right-chromium/rs-083-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-168d0--wrong-but-unique-IDs-right-chromium/rs-083-generic-1to1-applied.png"
"RS-084","Carrier Issues","Carrier pays a line that should no longer be active","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-76397--should-no-longer-be-active-chromium/rs-084-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-76397--should-no-longer-be-active-chromium/rs-084-generic-1to1-applied.png"
"RS-085","Carrier Issues","Deposit line contains only vendor/distributor and dollars","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-05950-dor-distributor-and-dollars-chromium/rs-085-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-05950-dor-distributor-and-dollars-chromium/rs-085-generic-1to1-applied.png"
"RS-086","Carrier Issues","Actual rate includes extra decimal precision before rounding","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-8861f-l-precision-before-rounding-chromium/rs-086-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-8861f-l-precision-before-rounding-chromium/rs-086-generic-1to1-applied.png"
"RS-087","Carrier Issues","Actual commission not tied proportionally to usage","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-1a9b3-ied-proportionally-to-usage-chromium/rs-087-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-1a9b3-ied-proportionally-to-usage-chromium/rs-087-generic-1to1-applied.png"
"RS-088","System Edge Cases","Commission off by $0.01 high","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-02ffb-Commission-off-by-0-01-high-chromium/rs-088-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-02ffb-Commission-off-by-0-01-high-chromium/rs-088-generic-1to1-applied.png"
"RS-089","System Edge Cases","Commission off by $0.01 low","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-da94d--Commission-off-by-0-01-low-chromium/rs-089-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-da94d--Commission-off-by-0-01-low-chromium/rs-089-generic-1to1-applied.png"
"RS-090","System Edge Cases","Split leaves one-cent remainder","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-1cd36-t-leaves-one-cent-remainder-chromium/rs-090-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-1cd36-t-leaves-one-cent-remainder-chromium/rs-090-generic-mto1-applied.png"
