Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
Left Column,03.04.114,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Product Name - Vendor,Product_Name_Vendor,Add Opportunity Product Form,,,"User Select 4, once selected, pulls default description, price, commission rate %",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Select Dropdown,UCaaS - 1 Seat,Proper Text Format,,,
Left Column,03.04.115,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Product Description - Vendor,Product_Description_Vendor,,"Allows_for_a_product_description_specific_to_the_vendor_(under_the_""Vendor_Product""_section).",,,,,Text,Enter Product Description,Text - Long,,,
Right Column,03.04.116,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Quantity,Quantity,Add Opportunity Product Form,,No,Defaults to 1.,Yes,User can enter any number,"numerical, two decimals",x.xx,Numerical,,,
Right Column,03.04.117,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Price Each,Price_Each,Add Opportunity Product Form,,No,Pulled From Product Catalog Default Price,Yes,User can enter any number,"Currency, two decimals",1900-04-09,"$X.XX, Neg ()",,,
Right Column,03.04.118,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Expected Commission Rate %,Expected_Commission_Rate_%,Add Opportunity Product Form,,No,Pulled From Product Catalog Default % x.xx%,Yes,"Rate is prepopulated, but user can edit before saving","Percentage, two decimals",1900-01-00,X.XX%,,,
Right Column,03.04.119,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Revenue Schedule Periods,Revenue_Schedule_Periods,Add Opportunity Product Form,,No,No,Yes,User can enter any WHOLE number,"Numerical, no decimals",1900-01-12,Numerical,,,
Right Column,03.04.120,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Revenue Schedule Estimated Start Date,Revenue_Schedule_Estimated_Start_Date,Add Opportunity Product Form,,No,No,Yes,This should always default to 1st of the month and subsequent schedules are dated the 1st of each subsequent month until all periods are accounted for.,Date,2025-05-07,YYYY-MM-DD,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.05.000,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Distributor Name,Distributor_Name,These fields come from the Dyamic Column selections,,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Drop Down with Options,Telarus,Proper Text Format,,,
,03.05.001,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Vendor Name,Vendor_Name,These fields come from the Dyamic Column selections,,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Type Ahead Lookup,Lingo,Proper Text Format,,,
,03.05.002,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Revenue Schedule Name,Revenue_Schedule_Name,These fields come from the Dyamic Column selections,,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,General,RS-100000,General,,,
,03.05.003,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Revenue Schedule Date,Revenue_Schedule_Date,These fields come from the Dyamic Column selections,,No,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Date,2025-05-08,YYYY-MM-DD,,,
,03.05.004,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Schedule Status,Schedule_Status,These fields come from the Dyamic Column selections,,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Autogenerated by Rules,Open,Proper Text Format,,,
,03.05.005,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Product Name - Vendor,Product_Name_Vendor,These fields come from the Dyamic Column selections,,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Text,CCaaS - 1 Seat,Proper Text Format,,,
,03.05.006,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Quantity,Quantity,These fields come from the Dyamic Column selections,,No,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Numerical,1,Numerical,,,
,03.05.007,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Price Each,Price_Each,These fields come from the Dyamic Column selections,,No,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Currency,$100.00 ,"$X.XX, Neg ()",,,
,03.05.008,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Expected Usage Gross,Expected_Usage_Gross,These fields come from the Dyamic Column selections,Quantity * Price Each,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Formula,$100.00 ,"$X.XX, Neg ()",,,
,03.05.009,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Expected Usage Adjustment,Expected_Usage_Adjustment,These fields come from the Dyamic Column selections,Simply entered by the user if needed,No,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Currency,$0.00 ,"$X.XX, Neg ()",,,
,03.05.010,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Expected Usage Net,Expected_Usage_Net,These fields come from the Dyamic Column selections,Expected Usage Gross + Expected Usage Adjustment,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Formula,$100.00 ,"$X.XX, Neg ()",,,
,03.05.011,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Actual Usage,Actual_Usage,These fields come from the Dyamic Column selections,From matching a deposit line item.,Yes,Yes,,From a Deposit Line Item that has been matched,Currency,$0.00 ,"$X.XX, Neg ()",,,
,03.05.012,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Usage Balance,Usage_Balance,These fields come from the Dyamic Column selections,Expected Usage Net - Actual Usage,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Formula,($100.00),"$X.XX, Neg ()",,,
,03.05.013,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Expected Commission Gross,Expected_Commission_Gross,These fields come from the Dyamic Column selections,Expected Usage Net * Expected Commission Rate %,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Formula,$10.00 ,"$X.XX, Neg ()",,,
,03.05.014,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Expected Commission Adjustment,Expected_Commission_Adjustment,These fields come from the Dyamic Column selections,User edited amount,No,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Currency,$0.00 ,"$X.XX, Neg ()",,,
,03.05.015,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Expected Commission Net,Expected_Commission_Net,These fields come from the Dyamic Column selections,Expected Revenue * Expected Commission Rate,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Currency,$10.00 ,"$X.XX, Neg ()",,,
,03.05.016,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Actual Commission,Actual_Commission,These fields come from the Dyamic Column selections,,Yes,Yes,,From a Deposit Line Item that has been matched,Currency,$0.00 ,"$X.XX, Neg ()",,,
,03.05.017,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Commission Difference,Commission_Difference,These fields come from the Dyamic Column selections,Expected Commission Net - Actual Commission ,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Formula,($10.00),"$X.XX, Neg ()",,,
,03.05.018,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Expected Commission Rate %,Expected_Commission_Rate_%,These fields come from the Dyamic Column selections,From New Product Form,No,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Percentage,10.00%,X.XX%,,,
,03.05.019,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Actual Commission Rate %,Actual_Commission_Rate_%,These fields come from the Dyamic Column selections,(Actual Commission) / (Actual Usage),Yes,Yes,,From a Deposit Line Item that has been matched,Formula,10.00%,X.XX%,,,
,03.05.020,Opportunities-3-5-Opportunity - Detail Page - Tab - Revenue Schedules,Commission Rate Difference,Commission_Rate_Difference,These fields come from the Dyamic Column selections,Expected Commission % - Actual Commission %,Yes,Yes,,View displays limited revenue schedule details by product name (A-Z) and oldest/newest date,Formula (3.516-3.517),0.00%,"$X.XX, Neg ()",,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.06.000,Opportunities-3-6-Main Page-Create New Revenue Schedule  (Left Column),Distributor Name,Distributor_Name,New data entry on form,,No,No,Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,Telarus,Proper Text Format,,,
,03.06.001,Opportunities-3-6-Main Page-Create New Revenue Schedule  (Left Column),Vendor Name,Vendor_Name,New data entry on form,,No,No,Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Type Ahead Lookup,Lingo,Proper Text Format,,,
,03.06.002,Opportunities-3-6-Main Page-Create New Revenue Schedule  (Left Column),Product Family - Vendor,Product_Family_Vendor,New data entry on form,,No,No,Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,UCaaS,Proper Text Format,,,
,03.06.003,Opportunities-3-6-Main Page-Create New Revenue Schedule  (Left Column),Product Subtype - Vendor,Product_Subtype_Vendor,New data entry on form,"Likely_a_sub-categorization_within_""Product_Family_Vendor,""_linked_to_a_predefined_list.",No,No,Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Selection from List,Select...,Proper Text Format,,,
,03.06.004,Opportunities-3-6-Main Page-Create New Revenue Schedule  (Left Column),Product Name - Vendor,Product_Name_Vendor,New data entry on form,,No,No,Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,UCaaS 1 Seat,Proper Text Format,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.07.000,Opportunities-3-7-Main Page-New Revenue Schedule (Right Column),Quantity,Quantity,New data entry on form,,No,"Defaults to ""1""",Yes,,Numerical,2,Numerical,,,
,03.07.001,Opportunities-3-7-Main Page-New Revenue Schedule (Right Column),Price Each,Price_Each,New data entry on form,,No,Defaults to standard price of product in catalog,Yes,,Currency,$100.00 ,"$X.XX, Neg ()",,,
,03.07.002,Opportunities-3-7-Main Page-New Revenue Schedule (Right Column),Expected Commission Rate %,Expected_Commission_Rate_%,New data entry on form,,No,Defaults to standard rate of product in catalog,Yes,,Percentage,10.00%,X.XX%,,,
,03.07.003,Opportunities-3-7-Main Page-New Revenue Schedule (Right Column),Revenue Schedule Estimated Start Date,Revenue_Schedule_Estimated_Start_Date,New data entry on form,,No,Defaults to the 1st of the current month,Yes,,Date,2025-05-09,YYYY-MM-DD,,,
,03.07.004,Opportunities-3-7-Main Page-New Revenue Schedule (Right Column),Revenue Schedule Periods,Revenue_Schedule_Periods,New data entry on form,,No,"Defaults to ""1""",Yes,,Number,12,x,,,
,,,,,,,,,,,,,,,,
,03.08.000,Opportunities-3-8-Main Page-Activities and Notes Tab,Activity Date,Activity_Date,Opportunities - 3-9-Main Page - Create New Activities and Notes,,,Yes,,Reference Lookup from Opportunity Activities,Date,2025-05-10,YYYY-MM-DD,,,
,03.08.001,Opportunities-3-8-Main Page-Activities and Notes Tab,Activity Type,Activity_Type,Opportunities - 3-9-Main Page - Create New Activities and Notes,Always sort options A-Z,,Yes,,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,03.08.002,Opportunities-3-8-Main Page-Activities and Notes Tab,Activity Description,Activity_Description,Opportunities - 3-9-Main Page - Create New Activities and Notes,,,Yes,,,Text Long,Call to follow up on order,Text - Long,,,
,03.08.003,Opportunities-3-8-Main Page-Activities and Notes Tab,Created By,Created_By,Opportunities - 3-9-Main Page - Create New Activities and Notes,,,Yes,,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,03.09.000,Opportunities-3-9-Main Page-Create New Activities and Notes,Activity Date,Activity_Date,User Entered,,,,Yes,Reference Lookup from Opportunity Activities,Date,2025-05-11,YYYY-MM-DD,,,
,03.09.001,Opportunities-3-9-Main Page-Create New Activities and Notes,Activity Type,Activity_Type,User Entered,Always sort options A-Z,,,Yes,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,03.09.002,Opportunities-3-9-Main Page-Create New Activities and Notes,Activity Description,Activity_Description,User Entered,,,,Yes,,Text Long,Call to follow up on order,Text - Long,,,
,03.09.003,Opportunities-3-9-Main Page-Create New Activities and Notes,Created By,Created_By,User Entered,,,,Yes,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,03.10.100,Opportunities-3-10-Opportunity Activity and Notes Details Page,Activity Date,Activity_Date,Opportunities - 3-9-Main Page - Create New Activities and Notes,,,,Yes,Reference Lookup from Opportunity Activities,Date,2025-05-04,YYYY-MM-DD,,,
,03.10.101,Opportunities-3-10-Opportunity Activity and Notes Details Page,Activity Type,Activity_Type,Opportunities - 3-9-Main Page - Create New Activities and Notes,Always sort options A-Z,,,Yes,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,03.10.102,Opportunities-3-10-Opportunity Activity and Notes Details Page,Activity Description,Activity_Description,Opportunities - 3-9-Main Page - Create New Activities and Notes,,,,Yes,,Text Long,Call to follow up on order,Text - Long,,,
,03.10.103,Opportunities-3-10-Opportunity Activity and Notes Details Page,Created By,Created_By,Opportunities - 3-9-Main Page - Create New Activities and Notes,,,,Yes,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,03.11.000,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Usage Gross Total,Expected_Usage_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity,Total of Expected Usage Gross from all Revenue Schedules,Yes,,, Expected Usage Gross TotalTotal of Expected Usage Gross from all Revenue Schedules,Formula,$200.00 ,"$X.XX, Neg ()",,,
,03.11.001,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Usage Adjustments Gross Total,Expected_Usage_Adjustments_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Expected Usage Adjustments Gross Total from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.002,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Usage Gross Net,Expected_Usage_Gross_Net,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Expected Usage Gross Net from Revenue Schedules,Formula,$200.00 ,"$X.XX, Neg ()",,,
,03.11.003,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Commission Gross Total,Expected_Commission_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity," from Revenue Schedules, Sum of all Expected Commission Gross Totals",Yes,,," Expected Commission Gross Total from Revenue Schedules, Sum of all Expected Commission Gross Totals",Formula,"$6,000.00 ","$X.XX, Neg ()",,,
,03.11.004,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Commission Adjustments Gross Total,Expected_Commission_Adjustments_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity," from Revenue Schedules, Sum of all Expected Commission Adjustments ",Yes,,," Expected Commission Adjustments Gross Total from Revenue Schedules, Sum of all Expected Commission Adjustments ",Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.005,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Commission Gross Net,Expected_Commission_Gross_Net,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Expected Commission Gross Net from Revenue Schedules,Formula,"$6,000.00 ","$X.XX, Neg ()",,,
,03.11.006,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Commission Gross Total House Rep,Expected_Commission_Gross_Total_House_Rep,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Expected Commission Gross Total House Rep from Revenue Schedules,Formula,"$3,000.00 ","$X.XX, Neg ()",,,
,03.11.007,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Commission Gross Total Subagent,Expected_Commission_Gross_Total_Subagent,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Expected Commission Gross Total Subagent from Revenue Schedules,Formula,"$2,400.00 ","$X.XX, Neg ()",,,
,03.11.008,Opportunities-3-11-Opportunity Details - Summary Tab,Expected Commission Gross Total House,Expected_Commission_Gross_Total_House,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Expected Commission Gross Total House from Revenue Schedules,Formula,$600.00 ,"$X.XX, Neg ()",,,
,03.11.009,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Usage Gross Total,Actual_Usage_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules Sum of all these items on schedules.,Yes,,,Actual Usage Gross Total from Revenue Schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.010,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Usage Adjustments Gross Total,Actual_Usage_Adjustments_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,,Actual Usage Adjustments Gross Total from Revenue Schedules,Sum of these totals,$0.00 ,"$X.XX, Neg ()",,,
,03.11.011,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Usage Gross Net,Actual_Usage_Gross_Net,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,,Actual Usage Gross Net from Revenue Schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.012,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Commission Gross Total,Actual_Commission_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,,Actual Commission Gross Total from Revenue Schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.013,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Commission Adjustments Gross Total,Actual_Commission_Adjustments_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,,Sum of all actual commission adjustments from all revenue schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.014,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Commission Gross Net,Actual_Commission_Gross_Net,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Actual Commission Gross Net from Revenue Schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.015,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Commission Gross Total House Rep,Actual_Commission_Gross_Total_House_Rep,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,,Actual Commission Gross Total House Rep from Revenue Schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.016,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Commission Gross Total Subagent,Actual_Commission_Gross_Total_Subagent,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,,Actual Commission Gross Total Subagent from Revenue Schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.017,Opportunities-3-11-Opportunity Details - Summary Tab,Actual Commission Gross Total House,Actual_Commission_Gross_Total_House,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,,Actual Commission Gross Total House from Revenue Schedules,Formula,$0.00 ,"$X.XX, Neg ()",,,
,03.11.018,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Usage Gross Total,Remaining_Usage_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,Yes,, Remaining Usage Gross Total from Revenue Schedules,Formula,$2.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.019,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Usage Adjustments Gross Total,Remaining_Usage_Adjustments_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Remaining Usage Adjustments Gross Total from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.020,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Usage Gross Net,Remaining_Usage_Gross_Net,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Remaining Usage Gross Net from Revenue Schedules,Formula,$1.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.021,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Commission Gross Total,Remaining_Commission_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Remaining Commission Gross Total from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.022,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Commission Adjustments Gross Total,Remaining_Commission_Adjustments_Gross_Total,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,Yes,, Remaining Commission Adjustments Gross Total from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.023,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Commission Gross Net,Remaining_Commission_Gross_Net,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Remaining Commission Gross Net from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.024,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Commission Gross Total House,Remaining_Commission_Gross_Total_House,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Remaining Commission Gross Total House from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.025,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Commission Gross Total House Rep,Remaining_Commission_Gross_Total_House_Rep,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Remaining Commission Gross Total House Rep from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,03.11.026,Opportunities-3-11-Opportunity Details - Summary Tab,Remaining Commission Gross Total Subagent,Remaining_Commission_Gross_Total_Subagent,Formulas - These are the sum of all schedules for this Opportunity, from Revenue Schedules,Yes,,, Remaining Commission Gross Total Subagent from Revenue Schedules,Formula,$0.00 ,Currency - $XX.XX or -($XX.XX),,,
,,,,,,,,,,,,,,,,
,03.12.001,Opportunities-3-12-Opportunity Details - Roles Tab ,Role,Role,Roles Report,,Yes,Yes,,"From ""New Contact Role"" Form",Report List,House Rep,Proper Text Format,,,
,03.12.002,Opportunities-3-12-Opportunity Details - Roles Tab ,Full Name,Full_Name,Roles Report,Concatenation of First Name and Last Name from Contact record,Yes,Yes,,From Contact Record,Report List,Jim Ford,Proper Text Format,,,
,03.12.003,Opportunities-3-12-Opportunity Details - Roles Tab ,Job Title,Job_Title,Roles Report,,Yes,Yes,,From Contact Record,Report List,Salesman,Proper Text Format,,,
,03.12.004,Opportunities-3-12-Opportunity Details - Roles Tab ,Account Name,Account_Name,Roles Report,,Yes,Yes,,Report List,Text,Algave LLC,Proper Text Format,,,
,03.12.005,Opportunities-3-12-Opportunity Details - Roles Tab ,Email Address,Email_Address,Roles Report,,Yes,Yes,,From Contact Record List,Email,jim@ford.com,proper email format,,,
,03.12.006,Opportunities-3-12-Opportunity Details - Roles Tab ,Work Phone,Work_Phone,Roles Report,,Yes,Yes,,From Contact Record,Phone,678-453-5559,xxx-xxx-xxxx,,,
,03.12.007,Opportunities-3-12-Opportunity Details - Roles Tab ,Phone Extension,Phone_Extension,Roles Report,,Yes,Yes,,From Contact Record,Report List,111,xxx,,,
,03.12.008,Opportunities-3-12-Opportunity Details - Roles Tab ,Mobile,Mobile,Roles Report,,Yes,Yes,,From Contact Record,Phone,678-453-5560,xxx-xxx-xxxx,,,
,,,,,,,,,,,,,,,,
,03.13.001,Opportunities-3-13-Roles Tab - New Contact Role Popup,Activity Date,Activity_Date,,,,Yes,,Defaults to Today's Date,Date,2025-05-05,YYYY-MM-DD,,,
,03.13.002,Opportunities-3-13-Roles Tab - New Contact Role Popup,Full Name,Full_Name,,Concatenate First and Last Name,,,Yes,All Contacts - Sorted A-Z,Type Ahead Lookup,Rob Hosef,Proper Text Format,,,
,03.13.003,Opportunities-3-13-Roles Tab - New Contact Role Popup,Role,Role,,Dropdown,,,Yes,"See feedback page for options, sorted A-Z",Drop Down with Options,House Rep,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,03.13.004,Opportunities-3-14-Opportunity Details Page - Top Section ,Account ID - House,Account_ID_House,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From a Deposit Line Item that has been matched,General,AI34,General,,,
,03.14.000,Opportunities-3-14-Opportunity Details Page - Top Section ,Opportunity Name,Opportunity_Name,From Deposit Line Import - Ancillary fields,,,,Yes,,Text,Algave-Telarus-Lingo-UCaaS-1Seat-36mo,Proper Text Format,,,
,03.14.001,Opportunities-3-14-Opportunity Details Page - Top Section ,Account Name,Account_Name,From Deposit Line Import - Ancillary fields,,Yes,,,Passthru from Account,Text,Algave LLC,Proper Text Format,,,
,03.14.002,Opportunities-3-14-Opportunity Details Page - Top Section ,Account Legal Name,Account_Legal_Name,From Deposit Line Import - Ancillary fields,,Yes,,,Reference - Account Record,Text,Algave LLC,Proper Text Format,,,
,03.14.003,Opportunities-3-14-Opportunity Details Page - Top Section ,Owner,Owner,From Deposit Line Import - Ancillary fields,Full Name field for Contact,,,Yes,"Lookup (all Contacts with an Account Type = ""House"")",Type Ahead Lookup,Mr. Rob Hosef,Full Name Field,,,
,03.14.004,Opportunities-3-14-Opportunity Details Page - Top Section ,Subagent,Subagent,From Deposit Line Import - Ancillary fields,,,,Yes,"any contact with type ""Subagent"" or default = ""None""",Type Ahead Lookup,Mike McDonald,Proper Text Format,,,
,03.14.005,Opportunities-3-14-Opportunity Details Page - Top Section ,Opportunity Stage,Opportunity_Stage,From Deposit Line Import - Ancillary fields,,,,Yes,Options are : 1. Needs Analysis 2. Qualification 3. Proposal 4. Awaiting Approval 5. On Hold 6. Approved 7. Billing 8. Closed Billing Ended 9. Lost,Drop Down with Options,1. Needs Analysis,Proper Text Format,,,
,03.14.006,Opportunities-3-14-Opportunity Details Page - Top Section ,Close Date,Close_Date,From Deposit Line Import - Ancillary fields,,,,Yes,,Date,2025-05-06,YYYY-MM-DD,,,
,03.14.007,Opportunities-3-14-Opportunity Details Page - Top Section ,Referred By,Referred_By,From Deposit Line Import - Ancillary fields,,,,,"Defaults to ""None""",Search contacts,Rob Hosef,Proper Text Format,,,
,03.14.008,Opportunities-3-14-Opportunity Details Page - Top Section ,Billing Address,Billing_Address,From Deposit Line Import - Ancillary fields,"concatenated billing address fields, st, zip",Yes,,,Reference Lookup from Account Record,Formula,"3 Main Street, Ponte Vedra, FL 32222",Proper Text Format,,,
,03.14.009,Opportunities-3-14-Opportunity Details Page - Top Section ,Shipping Address,Shipping_Address,From Deposit Line Import - Ancillary fields,concatenate shipping addresses,Yes,,,,Formula,3 Main Street  Dover DE 300021,Proper Text Format,,,
