scenarioId,group,title,lane,status,validationScope,reason,executionMode,flowId,depositId,lineId,scheduleIds,notes,artifactPaths
"RS-094","System Edge Cases","One split line looks off but total is exact","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-3efb4-ooks-off-but-total-is-exact-chromium/rs-094-detail-error.png"
"RS-095","System Edge Cases","Both usage and commission differ slightly from rounding","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-78a0c-ffer-slightly-from-rounding-chromium/rs-095-detail-error.png"
"RS-096","System Edge Cases","Small usage rounding cannot explain large commission gap","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-726c5-xplain-large-commission-gap-chromium/rs-096-detail-error.png"
"RS-097","System Edge Cases","Rounded display shows 0 but underlying source created cents","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-18b92-rlying-source-created-cents-chromium/rs-097-detail-error.png"
"RS-098","Decision Paths","User accepts actual rate for current schedule only","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-dee17-e-for-current-schedule-only-chromium/rs-098-detail-error.png"
"RS-099","Decision Paths","User accepts actual rate for this and future schedules","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-3af3d-r-this-and-future-schedules-chromium/rs-099-detail-error.png"
"RS-100","Decision Paths","User accepts actual rate and updates master catalog","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-1-65eca--and-updates-master-catalog-chromium/rs-100-detail-error.png"
"RS-101","Decision Paths","User agrees actual usage is valid one-off variance","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-1-954fd-e-is-valid-one-off-variance-chromium/rs-101-detail-error.png"
"RS-102","Decision Paths","User manually distributes deposit across schedules","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-1-13646-es-deposit-across-schedules-chromium/rs-102-detail-error.png"
"RS-103","Decision Paths","User accepts matched portion and leaves remainder open","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-partial-review","699a0e77-69d6-485c-ba8e-ddacd988ecf8","1c37b342-821a-4b28-9e51-db131e84f780","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-1-9f583-n-and-leaves-remainder-open-chromium/rs-103-detail-error.png"
"RS-104","Decision Paths","User decides candidate is wrong despite strong metadata","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-1-e6504-ong-despite-strong-metadata-chromium/rs-104-detail-error.png"
"RS-105","Decision Paths","User confirms spiff/flat/minimum payout is valid","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-1-f3699-lat-minimum-payout-is-valid-chromium/rs-105-detail-error.png"
